,,,,,,,,,,,,,,
,,,,,,https://nyxcable.com/product/ysly-jz/,,,,,,ปรับตารางและใส่ราคาตั้ง,,
,,,,,,,,,,,,,,
Part NO.,,,,,Core x Conductor,Model,NO. of strands x,Outer ,Cu Weight,Weight,Conductor Resistance,ราคา,,
,,,,, Size (mm2),,Max strand Dia.(mm),Dia. (mm),(kg/km),(kg/km),@ 20oC (Ohm/km),บาทต่อเมตร,,Link เดิม
424021 505011,สายคอนโทรล YSLY-JZ,ysly-jz,50g1.5,,50G1.5,สายคอนโทรล YSLY-JZ 50G1.5,30x0.25,23.8,720,1060,13.3,951.27,,https://nyxcable.com/สายคอนโทรล/ysly-jz-50g1.5/
424021 505611,สายคอนโทรล YSLY-JZ,ysly-jz,56g1.5,,56G1.5,สายคอนโทรล YSLY-JZ 56G1.5,30x0.25,25.2,806,1200,13.3,1067.00,,https://nyxcable.com/สายคอนโทรล/ysly-jz-56g1.5/
424021 506111,สายคอนโทรล YSLY-JZ,ysly-jz,61g1.5,,61G1.5,สายคอนโทรล YSLY-JZ 61G1.5,30x0.25,25.6,878,1320,13.3,1181.84,,https://nyxcable.com/สายคอนโทรล/ysly-jz-61g1.5/
424021 506511,สายคอนโทรล YSLY-JZ,ysly-jz,65g1.5,,65G1.5,สายคอนโทรล YSLY-JZ 65G1.5,30x0.25,26.9,936,1440,13.3,-,,https://nyxcable.com/สายคอนโทรล/ysly-jz-65g1.5/
424021 508011,สายคอนโทรล YSLY-JZ,ysly-jz,80g1.5,,80G1.5,สายคอนโทรล YSLY-JZ 80G1.5,30x0.25,29.4,1152,1750,13.3,-,,https://nyxcable.com/สายคอนโทรล/ysly-jz-80g1.5/
424021 509911,สายคอนโทรล YSLY-JZ,ysly-jz,100g1.5,,100G1.5,สายคอนโทรล YSLY-JZ 100G1.5,30x0.25,32.8,1440,2355,13.3,-,,https://nyxcable.com/สายคอนโทรล/ysly-jz-100g1.5/
,,,,,,,,,,,,,,
424012 500211,สายคอนโทรล YSLY-OZ,ysly-oz,2x2.5,,2X2.5,สายคอนโทรล YSLY-OZ 2X2.5,50x0.25,7.7,48.0,120,7.98,51.69,,https://nyxcable.com/สายคอนโทรล/ysly-oz-2x2.5/
424022 500311,สายคอนโทรล YSLY-JZ,ysly-jz,3g2.5,,3G2.5,สายคอนโทรล YSLY-JZ 3G2.5,50x0.25,8.3,72.0,170,7.98,74.20,,https://nyxcable.com/สายคอนโทรล/ysly-jz-3g2.5/
424022 500411,สายคอนโทรล YSLY-JZ,ysly-jz,4g2.5,,4G2.5,สายคอนโทรล YSLY-JZ 4G2.5,50x0.25,9.1,96.0,180,7.98,97.12,,https://nyxcable.com/สายคอนโทรล/ysly-jz-4g2.5/
424022 500511,สายคอนโทรล YSLY-JZ,ysly-jz,5g2.5,,5G2.5,สายคอนโทรล YSLY-JZ 5G2.5,50x0.25,10.2,120,190,7.98,123.00,,https://nyxcable.com/สายคอนโทรล/ysly-jz-5g2.5/
424022 500711,สายคอนโทรล YSLY-JZ,ysly-jz,7g2.5,,7G2.5,สายคอนโทรล YSLY-JZ 7G2.5,50x0.25,11.2,168,280,7.98,175.12,,https://nyxcable.com/สายคอนโทรล/ysly-jz-7g2.5/
424022 500811,สายคอนโทรล YSLY-JZ,ysly-jz,8g2.5,,8G2.5,สายคอนโทรล YSLY-JZ 8G2.5,50x0.25,13.1,192,325,7.98,188.45,,https://nyxcable.com/สายคอนโทรล/ysly-jz-8g2.5/
424022 501211,สายคอนโทรล YSLY-JZ,ysly-jz,12g2.5,,12G2.5,สายคอนโทรล YSLY-JZ 12G2.5,50x0.25,15.1,288,510,7.98,296.24,,https://nyxcable.com/สายคอนโทรล/ysly-jz-12g2.5/
424022 501411,สายคอนโทรล YSLY-JZ,ysly-jz,14g2.5,,14G2.5,สายคอนโทรล YSLY-JZ 14G2.5,50x0.25,16.1,336,600,7.98,321.33,,https://nyxcable.com/สายคอนโทรล/ysly-jz-14g2.5/
424022 501811,สายคอนโทรล YSLY-JZ,ysly-jz,18g2.5,,18G2.5,สายคอนโทรล YSLY-JZ 18G2.5,50x0.25,18.1,432,870,7.98,425.57,,https://nyxcable.com/สายคอนโทรล/ysly-jz-18g2.5/
424022 502511,สายคอนโทรล YSLY-JZ,ysly-jz,25g2.5,,25G2.5,สายคอนโทรล YSLY-JZ 25G2.5,50x0.25,21.2,600,1140,7.98,617.36,,https://nyxcable.com/สายคอนโทรล/ysly-jz-25g2.5/
424022 503211,สายคอนโทรล YSLY-JZ,ysly-jz,32g2.5,,32G2.5,สายคอนโทรล YSLY-JZ 32G2.5,50x0.25,24.0,768,1205,7.98,-,,https://nyxcable.com/สายคอนโทรล/ysly-jz-32g2.5/
424022 503411,สายคอนโทรล YSLY-JZ,ysly-jz,34g2.5,,34G2.5,สายคอนโทรล YSLY-JZ 34G2.5,50x0.25,24.8,816,1320,7.98,-,,https://nyxcable.com/สายคอนโทรล/ysly-jz-34g2.5/
424022 504211,สายคอนโทรล YSLY-JZ,ysly-jz,42g2.5,,42G2.5,สายคอนโทรล YSLY-JZ 42G2.5,50x0.25,27.5,1008,1610,7.98,-,,https://nyxcable.com/สายคอนโทรล/ysly-jz-42g2.5/
424022 505011,สายคอนโทรล YSLY-JZ,ysly-jz,50g2.5,,50G2.5,สายคอนโทรล YSLY-JZ 50G2.5,50x0.25,29.8,1200,1885,7.98,-,,https://nyxcable.com/สายคอนโทรล/ysly-jz-50g2.5/
424022 506111,สายคอนโทรล YSLY-JZ,ysly-jz,61g2.5,,61G2.5,สายคอนโทรล YSLY-JZ 61G2.5,50x0.25,32.1,1464,2475,7.98,-,,https://nyxcable.com/สายคอนโทรล/ysly-jz-61g2.5/
424022 509911,สายคอนโทรล YSLY-JZ,ysly-jz,100g2.5,,100G2.5,สายคอนโทรล YSLY-JZ 100G2.5,50x0.25,41.1,2400,4005,7.98,-,,https://nyxcable.com/สายคอนโทรล/ysly-jz-100g2.5/
,,,,,,,,,,,,,,
424014 000211,สายคอนโทรล YSLY-OZ,ysly-oz,2x4,,2X4,สายคอนโทรล YSLY-OZ 2X4,56x0.30,9.3,77.0,175,4.95,89.00,,https://nyxcable.com/สายคอนโทรล/ysly-oz-2x4/
424024 000311,สายคอนโทรล YSLY-JZ,ysly-jz,3g4,,3G4,สายคอนโทรล YSLY-JZ 3G4,56x0.30,10.2,115,210,4.95,112.71,,https://nyxcable.com/สายคอนโทรล/ysly-jz-3g4/
424024 000411,สายคอนโทรล YSLY-JZ,ysly-jz,4g4,,4G4,สายคอนโทรล YSLY-JZ 4G4,56x0.30,11.1,154,270,4.95,155.31,,https://nyxcable.com/สายคอนโทรล/ysly-jz-4g4/
424024 000511,สายคอนโทรล YSLY-JZ,ysly-jz,5g4,,5G4,สายคอนโทรล YSLY-JZ 5G4,56x0.30,12.4,192,300,4.95,182.51,,https://nyxcable.com/สายคอนโทรล/ysly-jz-5g4/
424024 000711,สายคอนโทรล YSLY-JZ,ysly-jz,7g4,,7G4,สายคอนโทรล YSLY-JZ 7G4,56x0.30,13.7,269,410,4.95,273.11,,https://nyxcable.com/สายคอนโทรล/ysly-jz-7g4/
424024 001211,สายคอนโทรล YSLY-JZ,ysly-jz,12g4,,12G4,สายคอนโทรล YSLY-JZ 12G4,56x0.30,18.1,461,710,4.95,480.56,,https://nyxcable.com/สายคอนโทรล/ysly-jz-12g4/
,,,,,,,,,,,,,,
424026 000311,สายคอนโทรล YSLY-JZ,ysly-jz,3g6,,3G6,สายคอนโทรล YSLY-JZ 3G6,84x0.30,11.9,173,300,3.30,165.91,,https://nyxcable.com/สายคอนโทรล/ysly-jz-3g6/
424026 000411,สายคอนโทรล YSLY-JZ,ysly-jz,4g6,,4G6,สายคอนโทรล YSLY-JZ 4G6,84x0.30,13.2,230,330,3.30,214.62,,https://nyxcable.com/สายคอนโทรล/ysly-jz-4g6/
424026 000511,สายคอนโทรล YSLY-JZ,ysly-jz,5g6,,5G6,สายคอนโทรล YSLY-JZ 5G6,84x0.30,14.5,288,430,3.30,296.74,,https://nyxcable.com/สายคอนโทรล/ysly-jz-5g6/
424026 000711,สายคอนโทรล YSLY-JZ,ysly-jz,7g6,,7G6,สายคอนโทรล YSLY-JZ 7G6,84x0.30,16.1,403,600,3.30,391.52,,https://nyxcable.com/สายคอนโทรล/ysly-jz-7g6/
,,,,,,,,,,,,,,
424027 100311,สายคอนโทรล YSLY-JZ,ysly-jz,3g10,,3G10,สายคอนโทรล YSLY-JZ 3G10,80x0.40,15.0,288,545,1.91,282.26,,https://nyxcable.com/สายคอนโทรล/ysly-jz-3g10/
424027 100411,สายคอนโทรล YSLY-JZ,ysly-jz,4g10,,4G10,สายคอนโทรล YSLY-JZ 4G10,80x0.40,16.6,384,750,1.91,363.56,,https://nyxcable.com/สายคอนโทรล/ysly-jz-4g10/
424027 100511,สายคอนโทรล YSLY-JZ,ysly-jz,5g10,,5G10,สายคอนโทรล YSLY-JZ 5G10,80x0.40,18.4,480,930,1.91,477.55,,https://nyxcable.com/สายคอนโทรล/ysly-jz-5g10/
424027 100711,สายคอนโทรล YSLY-JZ,ysly-jz,7g10,,7G10,สายคอนโทรล YSLY-JZ 7G10,80x0.40,20.3,672,1105,1.91,660.65,,https://nyxcable.com/สายคอนโทรล/ysly-jz-7g10/
,,,,,,,,,,,,,,
424027 160311,สายคอนโทรล YSLY-JZ,ysly-jz,3g16,,3G16,สายคอนโทรล YSLY-JZ 3G16,128x0.40,16.8,461,830,1.21,424.00,,https://nyxcable.com/สายคอนโทรล/ysly-jz-3g16/
424027 160411,สายคอนโทรล YSLY-JZ,ysly-jz,4g16,,4G16,สายคอนโทรล YSLY-JZ 4G16,128x0.40,19.2,614,1050,1.21,560.02,,https://nyxcable.com/สายคอนโทรล/ysly-jz-4g16/
424027 160511,สายคอนโทรล YSLY-JZ,ysly-jz,5g16,,5G16,สายคอนโทรล YSLY-JZ 5G16,128x0.40,21.6,768,1300,1.21,729.96,,https://nyxcable.com/สายคอนโทรล/ysly-jz-5g16/
424027 160711,สายคอนโทรล YSLY-JZ,ysly-jz,7g16,,7G16,สายคอนโทรล YSLY-JZ 7G16,128x0.40,23.8,1075,1735,1.21,1073.88,,https://nyxcable.com/สายคอนโทรล/ysly-jz-7g16/
,,,,,,,,,,,,,,
424027 250311,สายคอนโทรล YSLY-JZ,ysly-jz,3g25,,3G25,สายคอนโทรล YSLY-JZ 3G25,200x0.40,22.8,720,1065,0.780,654.00,,https://nyxcable.com/สายคอนโทรล/ysly-jz-3g25/
424027 250411,สายคอนโทรล YSLY-JZ,ysly-jz,4g25,,4G25,สายคอนโทรล YSLY-JZ 4G25,200x0.40,23.9,960,1675,0.780,866.43,,https://nyxcable.com/สายคอนโทรล/ysly-jz-4g25/
424027 250511,สายคอนโทรล YSLY-JZ,ysly-jz,5g25,,5G25,สายคอนโทรล YSLY-JZ 5G25,200x0.40,26.8,1200,2100,0.780,1109.24,,https://nyxcable.com/สายคอนโทรล/ysly-jz-5g25/
424027 250711,สายคอนโทรล YSLY-JZ,ysly-jz,7g25,,7G25,สายคอนโทรล YSLY-JZ 7G25,200x0.40,31.0,1680,2705,0.780,-,,https://nyxcable.com/สายคอนโทรล/ysly-jz-7g25/
,,,,,,,,,,,,,,
424027 350411,สายคอนโทรล YSLY-JZ,ysly-jz,4g35,,4G35,สายคอนโทรล YSLY-JZ 4G35,280x0.40,28.4,1344,2050,0.554,1289.12,,https://nyxcable.com/สายคอนโทรล/ysly-jz-4g35/
424027 350511,สายคอนโทรล YSLY-JZ,ysly-jz,5g35,,5G35,สายคอนโทรล YSLY-JZ 5G35,280x0.40,32.1,1680,2635,0.554,1593.62,,https://nyxcable.com/สายคอนโทรล/ysly-jz-5g35/
